age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
48,European,Low,Jade,427268.01,27324.85,1,7808.32,1257605.59,1122750.57,793247.69,504017.38,17792.02,1572554.99,0,5,3,1,1996,2465132.5100000002,2837968.9000000004,-372836.39000000013,6.642128204262239
47,Asian,High,Gold,283418.58,30792.3,3,3031.8,123176.18,259129.27,110561.82,192653.98,33826.89,282955.29,0,2,3,1,2011,626964.26,409163.26999999996,217800.99000000005,1.4436713005901023
80,European,Mid,Jade,229460.79,12437.9,1,3347.03,438345.76,256292.32,221487.19,78786.16,16752.95,457903.72,3,2,3,1,1996,585756.52,899596.51,-313839.99,3.9204803138697466
53,European,High,Silver,92389.02,15887.04,2,737.1,946087.51,1117595.61,335278.68,277802.34,14745.82,979922.58,2,1,3,1,2019,1761309.4900000002,1926747.19,-165437.69999999972,20.854720506830787
30,European,High,Jade,275308.09,7913.36,1,10883.25,2290528.53,1114463.81,221311.96,478033.84,10609.95,462554.98,0,4,4,2,2003,1832332.9200000002,2763966.76,-931633.8399999996,10.039540646989341
62,Asian,High,Gold,185240.18,5908.95,1,2658.02,204594.66,1843725.89,606488.78,394217.71,55984.72,592412.4,0,2,4,2,1999,2906326.0500000003,799665.0800000001,2106660.97,4.316909430772525
22,Asian,Low,Gold,253601.62,49237.65,1,6694.69,335206.22,484219.57,285434.69,134562.07,12308.22,1488519.84,0,3,1,1,2008,965762.2000000001,1830420.75,-864658.5499999999,7.217701330141345
76,European,High,Silver,169841.6,23901.6,1,878.57,294747.03,135130.51,76884.6,98342.39,19026.58,292525.92,0,2,2,1,2004,353285.68,588151.52,-234865.84000000003,3.462941470169852
24,Asian,High,Gold,161884.01,11589.76,1,4719.34,273447.38,437316.13,197497.61,163640.88,8871.46,126209.78,1,2,3,2,2018,818915.84,404376.5,414539.33999999997,2.4979397285747984
51,Asian,High,Platinum,196246.44,20241.21,1,1802.49,1226915.48,1378832.7,998950.22,501866.96,38252.58,1971775.95,1,3,4,1,2001,2938143.67,3200493.92,-262350.25,16.30854511297122
30,European,High,Platinum,108561.76,2012.43,1,2532.03,488439.1,389075.57,253087.99,112189.75,36120.28,946926.03,3,1,1,1,2007,792486.0200000001,1437897.1600000001,-645411.14,13.24496913093524
78,European,High,Platinum,117375.9,6336.09,1,1327.7,178624.7,99007.56,59675.79,44811.09,8087.51,118523.04,3,1,1,1,1999,217918.04,298475.44,-80557.4,2.542902248246872
27,Australian,High,Jade,104350.96,24810.88,1,1619.36,366249.66,153984.34,179265.35,32359.69,5476.2,519730.47,1,1,1,2,2012,395896.46,887599.49,-491703.02999999997,8.505906318446902
35,American,High,Jade,79692.87,34412.04,2,4136.36,1411246.75,2844789.79,1511916.25,386732.26,45795.58,406621.87,2,3,2,1,1999,4823645.92,1822004.98,3001640.94,22.862835533467425
43,Asian,Low,Silver,51567.23,13658.75,1,962.78,127945.09,487858.7,180295.61,349985.59,16788.76,821012.42,0,1,2,2,2020,1048587.4100000001,949920.29,98667.12000000011,18.421006712984195
25,Asian,High,Platinum,96948.99,14055.06,3,3136.96,578529.62,224955.85,202949.3,41152.25,38982.32,973704.35,0,2,3,2,2017,522094.78,1555370.93,-1033276.1499999999,16.043188588143103
38,American,Low,Jade,79643.42,39162.42,1,935.39,227140.25,309391.57,114432.5,182541.02,4764.35,767080.35,0,2,3,2,2020,650291.86,995155.99,-344864.13,12.495143854947464
45,European,High,Gold,224615.26,53741.76,1,3521.46,415665.01,219556.12,132335.2,117898.63,43711.49,611524.1,0,2,3,2,2006,567243.2,1030710.5700000001,-463467.3700000001,4.588782480762883
42,Asian,Mid,Gold,405658.2,7958.92,1,4448.5,125897.63,2182842.98,422485.74,719634.04,28226.37,2701599.47,2,3,3,2,2015,3361148.05,2831945.6,529202.4499999997,6.9811126707163815
27,American,High,Gold,282804.76,49807.36,2,6825.77,1890430.08,364617.94,111279.5,81565.51,63673.27,1726033.36,3,3,3,1,2004,670943.58,3623289.21,-2952345.63,12.81198099353066
48,European,Mid,Silver,31366.69,10557.68,1,205.82,271792.29,107355.61,94171.59,62153.25,8563.05,58053.18,2,1,3,2,2004,282801.18,330051.29,-47250.109999999986,10.522349983374083
58,American,Mid,Jade,143641.46,14785.44,3,3175.17,566354.19,593952.76,449086.23,145880.59,37314.07,87414.62,0,2,3,1,2016,1241019.09,656943.98,584075.1100000001,4.57349834790039
28,American,Low,Jade,304744.13,42528.75,2,314.25,477185.63,339201.75,271361.4,236084.42,34078.5,329440.13,2,3,4,2,2004,923254.8200000001,806940.01,116314.81000000006,2.647926343979128
73,Asian,High,Silver,69280.85,2951.0,1,995.13,143005.48,59107.82,25699.05,61763.38,14433.09,241575.02,0,1,4,1,2011,163954.34,385575.63,-221621.29,5.5653998182759015
55,American,High,Jade,192746.06,14270.78,1,4643.78,756193.56,879489.48,777653.86,97762.2,27008.24,88303.33,3,2,1,1,2014,1796184.5599999998,849140.67,947043.8899999998,4.405489118688082
31,European,Mid,Silver,163869.5,16638.75,1,1687.23,422732.93,260002.59,86667.53,224468.9,7039.31,427554.86,0,2,2,1,2016,594817.0800000001,851975.02,-257157.93999999994,5.199106728219712
72,European,High,Gold,303730.88,56672.25,2,3246.18,907795.61,779074.22,350880.76,277968.92,18711.71,972113.99,1,3,3,2,2004,1483307.8599999999,1883155.78,-399847.92000000016,6.200080084053357
71,European,Mid,Jade,106992.56,8102.52,1,5281.42,794105.57,480600.23,167400.08,365148.17,58105.73,598191.29,2,2,4,2,2016,1079356.73,1397578.28,-318221.55000000005,13.062387515543138
31,European,Mid,Platinum,74335.22,21749.8,3,1133.9,685556.88,159081.75,127265.4,131719.69,36057.0,233827.35,1,4,1,1,2018,475873.64,920518.13,-444644.49,12.383337669546146
75,American,High,Gold,29126.28,20856.0,1,222.47,72179.35,541414.86,295824.61,215114.73,11335.7,266840.16,2,1,1,2,2003,1084545.9,339241.98,745303.9199999999,11.647281424198352
50,European,High,Platinum,205568.33,22084.6,1,3975.54,119101.88,606081.5,661179.81,65488.29,23952.42,1007604.78,2,5,1,2,1999,1378786.62,1130682.2,248104.42000000016,5.500274288359496
38,Asian,High,Silver,470262.68,27056.95,1,12294.43,962473.9,656372.92,213216.68,141350.12,81767.01,1104006.81,2,5,2,2,2004,1119763.68,2078775.1400000001,-959011.4600000002,4.420455265554987
32,European,Mid,Jade,279238.44,29395.85,1,7439.36,2667556.66,891713.77,428485.84,88823.96,12415.02,1303515.44,1,5,2,2,2000,1450834.4400000002,3978511.46,-2527677.0199999996,14.247721266456008
37,European,Mid,Platinum,292010.27,30493.32,1,7061.8,1220492.39,1204591.47,558492.41,622445.26,66410.85,203262.58,3,2,3,2,2007,2482433.3099999996,1430816.77,1051616.5399999996,4.899885096507051
76,European,High,Silver,26996.11,8835.5,3,837.86,303226.55,594754.67,347994.75,301806.36,10935.34,754076.72,0,1,3,2,2011,1264326.62,1058141.13,206185.49000000022,39.1960593581816
31,American,Mid,Jade,144581.55,33769.84,1,37.38,639113.19,351609.98,342708.46,61420.48,33538.53,464417.62,3,2,3,1,2017,823047.2899999999,1103568.19,-280520.9,7.632842433906678
63,European,Mid,Jade,158603.63,32769.66,1,1717.25,309892.97,95126.02,134905.99,38050.41,3524.37,507150.57,1,1,3,1,2013,304376.45000000007,818760.79,-514384.33999999997,5.16230801274851
65,European,High,Silver,342068.37,39111.12,1,1136.27,834035.83,1436044.53,779567.03,717475.2,17553.56,350589.71,1,2,3,1,2012,2989751.44,1185761.81,1803989.63,3.4664468100339123
61,European,High,Jade,308171.08,12327.54,2,2943.1,1486877.41,1486770.8,582653.42,438798.3,21152.12,1676630.67,3,2,3,1,2002,2541702.18,3166451.1799999997,-624748.9999999995,10.274978365912855
30,European,High,Jade,103215.16,20290.12,1,2321.56,227116.49,1719422.75,854304.38,274783.22,5576.67,984930.52,2,2,3,2,2020,2874377.1399999997,1214368.57,1660008.5699999996,11.76540897674334
20,American,High,Jade,53067.71,8824.74,1,4588.8,844190.96,968531.37,384210.79,357956.39,40855.99,773156.92,2,1,4,1,2020,1760379.2799999998,1621936.6800000002,138442.59999999963,30.563532513462523
76,Asian,High,Silver,16653.97,4538.43,1,2908.65,238129.23,446980.04,152458.31,112541.95,1473.66,878113.76,2,1,4,2,2000,717992.39,1119151.6400000001,-401159.2500000001,67.20029158212726
45,African,Low,Gold,98173.6,31953.2,1,603.86,596226.08,90491.87,48151.64,33473.69,28781.23,478424.54,1,1,1,2,2008,232851.63000000003,1075254.48,-842402.85,10.952582771743115
37,European,High,Jade,410110.87,14944.16,1,1866.16,1482143.31,382944.19,139615.07,202242.4,19862.09,874667.06,1,4,2,1,2000,759607.91,2358676.5300000003,-1599068.62,5.751314345801174
68,European,Low,Jade,160073.1,25457.4,1,6022.3,1097639.3,924637.87,292487.49,787734.86,64209.6,189631.76,1,4,3,2,2020,2094527.2199999997,1293293.36,801233.8599999996,8.079392227675982
84,African,Low,Jade,117125.42,49597.2,1,647.72,153107.12,454769.73,360679.44,155562.61,35199.79,321595.12,3,2,4,2,2015,1055808.77,475349.95999999996,580458.81,4.058469630247644
65,European,High,Platinum,155135.69,9966.0,3,3955.72,657469.34,613776.68,268778.02,136354.7,1902.46,971004.83,0,2,1,2,2003,1030777.8600000001,1632429.89,-601652.0299999998,10.522594059432745
67,Asian,Low,Silver,173146.19,20433.78,3,2343.86,88510.51,840866.85,518534.56,169434.67,23216.84,1767385.45,0,2,1,2,2012,1572486.7,1858239.8199999998,-285753.1199999999,10.732201615293988
67,European,Mid,Jade,341330.13,11338.71,1,3415.76,1880586.03,1771992.83,479637.16,622462.44,53199.99,2148499.81,3,4,1,1,2008,2938631.1300000004,4032501.6,-1093870.4699999997,11.814080403625663
48,European,High,Jade,113038.07,21105.0,2,6217.31,874240.76,1153249.45,655045.69,326415.73,58641.98,814075.76,3,2,2,1,2002,2214457.85,1694533.83,519924.02,14.990824153314012
41,American,High,Platinum,204694.71,21047.14,1,1101.12,440353.61,78211.37,32327.37,66917.65,36275.12,791117.99,1,2,2,1,2019,234778.64999999997,1232572.72,-997794.0700000001,6.0215172145875195
76,Asian,High,Jade,55512.32,8663.46,2,832.9,108096.9,98876.79,80220.79,90388.31,4904.11,142258.88,1,1,3,2,2013,283053.46,251188.68,31864.780000000028,4.524917711960156
50,Asian,High,Silver,71909.93,19065.63,1,1349.18,172488.87,86942.18,117627.66,36464.57,20616.89,430296.1,0,2,3,1,2020,280716.93,604134.1499999999,-323417.2199999999,8.401261828512418
23,European,Low,Jade,43256.08,30778.8,2,3315.88,321822.64,95899.27,29507.47,31921.71,17592.43,747541.08,1,1,3,1,1999,205699.68,1072679.6,-866979.9200000002,24.79835435850868
18,American,Mid,Gold,91589.48,32407.92,1,257.93,672627.05,280502.98,126423.88,198801.55,40677.75,798973.85,2,3,3,2,2021,678814.08,1471858.83,-793044.7500000001,16.070173452234908
46,Asian,Mid,Silver,22388.51,14415.44,2,1184.02,146552.66,148409.63,140459.11,127049.24,12347.61,292069.96,1,1,3,2,2013,442681.02999999997,439806.64,2874.3899999999558,19.644301474283015
35,Asian,High,Jade,48321.55,18298.98,2,3041.34,730394.54,209527.5,173479.76,45600.39,31444.1,110925.93,1,2,3,1,2010,478350.73,844361.81,-366011.0800000001,17.47381468516635
47,European,Low,Silver,67296.92,14652.9,1,4151.61,1648965.24,570772.51,235318.49,175137.04,53942.26,2139037.63,1,3,3,2,2013,1049823.2,3792154.48,-2742331.2800000003,56.349599357593185
22,African,High,Gold,223595.51,3596.62,1,1228.39,125055.22,98975.53,66552.51,20460.63,59807.23,794722.47,0,2,4,2,2001,249392.52,921006.08,-671613.5599999999,4.119072337364914
28,Asian,High,Gold,155330.89,33724.8,2,1763.28,39701.88,136113.78,117161.22,47415.84,1055.12,292601.03,1,2,4,1,2006,335470.75999999995,334066.19,1404.5699999999488,2.1506745374342473
54,Asian,Mid,Jade,338592.73,38743.36,1,8449.34,724817.06,2168648.47,1216939.43,398157.62,47583.23,2251103.86,0,3,1,1,1996,3870072.1100000003,2984370.26,885701.8500000006,8.81404116384897
49,European,High,Jade,193487.42,28433.34,1,2278.66,774008.1,300687.96,135887.83,93473.48,40427.77,199674.45,1,3,2,1,2009,598910.38,975961.21,-377050.82999999996,5.0440551122134965
63,American,Mid,Jade,62204.5,40020.38,1,182.96,1447905.65,516071.89,127033.08,167366.08,40382.21,979165.88,1,2,3,2,2002,890873.6399999999,2427254.4899999998,-1536380.8499999999,39.02056105265696
49,European,Mid,Jade,268215.7,21790.44,3,1445.63,1100717.95,1399302.31,742992.37,252617.41,16392.68,605027.67,3,4,4,1,2019,2433095.2100000004,1707191.25,725903.9600000004,6.364993734520388
60,European,Low,Jade,151886.04,40525.92,1,1610.27,205461.29,166878.16,189895.84,76303.6,36408.46,734636.49,2,2,1,2,2019,510011.98,941708.05,-431696.07000000007,6.2000961378675745
50,Asian,High,Silver,244088.88,56280.84,1,5725.94,1016360.35,358570.12,298808.43,85658.42,39496.46,643953.24,0,3,1,2,2016,838814.27,1666039.5299999998,-827225.2599999998,6.82554457212471
19,European,High,Gold,229762.92,29699.68,1,3262.49,378430.32,213097.67,117476.92,180641.26,16162.88,1116008.81,0,2,1,2,2020,557078.41,1497701.62,-940623.2100000001,6.518465294574077
48,Asian,Low,Silver,373997.68,38700.86,2,6360.53,131305.18,1620762.64,699874.78,638850.61,47829.38,789924.38,0,4,2,1,2010,3046018.2699999996,927590.09,2118428.1799999997,2.48020279163229
68,European,High,Jade,125061.12,67656.8,1,7810.11,1608721.45,268710.53,157426.37,119698.33,39547.85,1478636.44,1,5,2,1,2017,653039.88,3095168.0,-2442128.12,24.74924261033325
30,European,Mid,Silver,108917.56,12134.6,2,2455.31,117837.38,519994.31,152725.6,162398.22,9633.08,440403.36,2,1,3,1,1995,856885.8099999999,560696.05,296189.7599999999,5.147893966776341
20,European,High,Jade,249962.86,12598.74,1,724.04,683692.81,676425.11,629775.11,138861.52,39836.46,566903.12,3,2,3,1,2015,1497496.94,1251319.9700000002,246176.96999999974,5.006023574862283
32,Asian,Mid,Gold,110074.98,34598.44,1,6574.96,357739.16,843027.1,912317.0,123682.47,6388.26,1722652.66,3,5,3,1,1999,1920013.27,2086966.7799999998,-166953.50999999978,18.95950178687291
25,European,Mid,Gold,258076.57,28850.94,2,3986.31,487349.91,188758.85,69814.92,105704.96,30918.79,138932.78,3,2,3,2,2013,424048.46,630269.0,-206220.53999999998,2.4421783039041474
26,European,Low,Silver,80408.25,24034.92,1,2514.94,255694.05,115585.79,67425.04,72984.17,33606.18,744597.66,3,2,3,1,2014,313636.1,1002806.65,-689170.55,12.471439808726094
27,European,High,Platinum,147770.44,7103.25,2,8315.43,865952.28,2674642.69,549584.11,1166950.27,40199.64,1182318.59,0,3,3,2,2020,4438479.96,2056586.3000000003,2381893.6599999997,13.917440456968256
54,American,High,Jade,59875.58,26395.32,2,2352.17,280231.77,487406.17,138723.3,278721.35,36995.32,605368.76,3,1,4,1,2001,968241.4599999998,887952.7,80288.7599999999,14.82996406882405
41,African,Mid,Jade,149870.9,7271.68,1,1549.27,291910.74,14079.18,11732.65,11615.33,16342.24,340859.2,3,2,4,1,2021,61041.08,634319.21,-573278.13,4.232437451166303
37,European,Low,Platinum,144204.97,23540.58,1,2387.44,72118.28,187124.17,134495.49,102625.91,1663.65,69536.1,2,2,1,1,2000,449449.8000000001,144041.82,305407.9800000001,0.9988686242922141
73,European,Mid,Gold,36313.8,2913.3,2,1255.92,56507.39,165720.27,127127.88,73915.78,9357.52,422697.9,2,1,2,1,2019,379034.75000000006,480461.21,-101426.45999999996,13.230816108476667
84,European,Mid,Gold,29506.65,26180.46,2,3503.47,454195.93,490080.03,107473.69,216022.12,10174.24,0.0,3,1,3,1,2017,849930.5399999999,457699.39999999997,392231.13999999996,15.511737184668538
33,African,Mid,Silver,54920.14,11627.84,1,2230.54,183537.82,141038.37,64108.35,64749.44,19642.39,64320.87,1,1,4,2,1995,301166.3900000001,250089.23,51077.16000000006,4.553688865323359
43,European,Mid,Silver,79160.51,50359.88,3,7012.64,305168.61,1086576.22,657664.56,366385.88,46669.5,525028.87,2,3,1,1,2013,2207656.04,837210.12,1370445.92,10.57610821355244
60,Asian,Mid,Jade,69198.52,24858.21,2,1811.33,260871.21,167605.97,157599.65,84228.26,21688.95,491162.21,1,1,1,1,2004,455981.04000000004,753844.75,-297863.70999999996,10.893943251965505
55,Asian,Mid,Silver,77057.74,15035.54,1,469.14,43233.46,82808.38,45687.38,55338.84,9449.28,331817.0,3,1,1,2,1999,208319.42,375519.6,-167200.17999999996,4.873223637236181
63,European,High,Silver,315879.56,30141.45,2,3991.04,100474.26,963526.3,329008.98,854483.33,7856.17,1112977.01,2,3,2,2,1996,2185016.23,1217442.31,967573.9199999999,3.854134499870774
71,Asian,High,Silver,304130.87,6349.5,1,7215.98,599869.22,1334851.75,301418.14,447821.23,56792.54,1527415.14,3,3,2,2,2010,2147233.16,2134500.34,12732.820000000298,7.018361338985417
53,European,Mid,Silver,187639.73,29519.35,1,6791.21,1013646.2,354828.55,200846.35,92389.32,65609.07,2574028.95,3,5,3,1,2016,743192.64,3594466.3600000003,-2851273.72,19.156211533666138
48,Asian,Mid,Platinum,45140.55,11706.09,1,2462.72,1111816.82,71222.11,49721.09,14849.14,15651.8,634584.01,1,2,3,2,1995,163150.22999999998,1748863.55,-1585713.32,38.74262830204771
30,African,Low,Jade,62086.04,13054.4,2,1742.54,173701.43,336511.16,252383.37,37977.69,4177.87,777754.88,1,1,3,1,1996,644104.49,953198.85,-309094.36,15.352869179609458
18,European,High,Jade,100790.48,29680.0,3,2256.06,377251.76,110150.2,50243.95,88661.25,13828.43,357866.52,1,1,3,1,2021,292563.83,737374.3400000001,-444810.51000000007,7.315912574282811
80,European,Low,Silver,137250.19,5786.8,3,1801.89,549960.86,415274.04,343829.04,58540.24,39367.44,693670.0,3,2,3,1,2006,862797.56,1245432.75,-382635.18999999994,9.074178695126031
65,European,Low,Jade,107355.9,27348.24,3,9794.39,1168454.83,742185.41,332030.32,176562.0,7084.29,2345714.89,3,2,4,2,2009,1285210.26,3523964.1100000003,-2238753.8500000006,32.825062339377716
41,American,High,Silver,121627.32,6358.5,1,1417.88,204346.57,164323.6,132312.51,64064.86,36208.28,533141.67,1,2,4,2,2002,403267.75,738906.1200000001,-335638.3700000001,6.075165678237423
22,Asian,High,Jade,216600.38,33745.6,1,3753.39,514287.24,235217.95,117608.97,112904.61,23203.35,852915.17,0,2,1,2,2013,522680.48,1370955.8,-848275.3200000001,6.3294247221542275
72,European,Mid,Jade,56742.37,5989.66,1,2306.88,306206.15,259379.02,151518.44,52646.24,22486.23,381291.36,2,1,2,2,2005,492019.5899999999,689804.39,-197784.8000000001,12.156777906879814
23,American,Low,Gold,74534.17,28053.56,1,2592.42,510240.61,770470.05,309628.15,352976.09,27093.64,1011219.49,0,2,3,1,2017,1488221.4900000002,1524052.52,-35831.029999999795,20.44770230888732
35,Asian,Mid,Platinum,100179.13,41945.04,1,4780.49,852440.7,288932.9,278231.68,72197.55,31464.81,210438.39,0,2,4,1,1999,712771.9800000002,1067659.58,-354887.59999999986,10.657505011273306
38,European,High,Jade,87532.19,58158.72,1,1337.22,2331797.04,1769278.68,660530.71,487849.11,50168.52,1431166.26,1,5,1,1,2013,3025985.7399999998,3764300.5200000005,-738314.7800000007,43.0047565358527
47,African,High,Jade,428779.47,49066.36,1,4997.75,756177.5,79273.69,55705.83,52963.39,34618.0,1254015.22,2,4,1,1,2009,271627.27,2015190.47,-1743563.2,4.699829658355611
49,European,Mid,Jade,189556.55,4872.09,1,6370.09,1936734.44,1808858.54,508372.01,808666.17,47581.45,1028434.44,0,2,1,1,1995,3178350.26,2971538.9699999997,206811.29000000004,15.676266370114881
66,Australian,High,Silver,72740.57,44633.4,2,259.46,1132307.03,914948.33,316712.88,433544.75,46741.97,1904675.14,0,3,2,1,2004,1756581.3299999998,3037241.63,-1280660.3,41.75443813541741
24,American,Mid,Jade,60561.36,20678.56,1,1351.6,143868.0,63866.95,51344.02,68713.33,9230.45,271539.91,3,1,3,2,2010,213833.31,416759.51,-202926.2,6.881607513437611
21,American,High,Jade,127646.31,31475.04,2,547.77,101437.25,39450.13,33987.81,13352.35,6495.18,439850.83,1,2,3,2,1996,124760.51000000001,541835.85,-417075.33999999997,4.244821883217775
31,Asian,High,Jade,46550.39,9612.22,2,2451.0,349238.86,252327.87,311204.37,133397.33,7888.87,445175.9,0,1,3,2,2013,714430.6599999999,796865.76,-82435.1000000001,17.118347665830512
47,American,Low,Silver,437883.8,22488.33,1,12970.0,806029.27,2785992.89,1049270.05,949770.3,70184.96,1103518.69,3,5,3,2,2003,4877706.53,1922517.96,2955188.5700000003,4.390475189993327
64,European,High,Silver,85048.46,13002.66,1,417.38,192796.81,199916.46,135078.69,76994.85,8554.24,480302.82,2,1,3,1,2019,433546.89999999997,673517.01,-239970.11000000004,7.9192146453915795
37,American,High,Gold,245950.08,31151.4,1,3690.04,294596.57,86517.21,100250.11,27809.1,10175.0,524150.68,0,2,3,1,2018,255902.82,822437.29,-566534.47,3.3439195872593337
78,American,Mid,Jade,287479.63,44967.51,1,607.07,143952.23,1026866.94,273831.18,482969.75,22363.24,1046379.6,1,2,3,1,1999,1850998.6199999999,1190938.9,660059.72,4.142689692483603
50,European,High,Jade,333416.5,37405.71,2,1143.55,670224.59,385630.11,322412.06,223033.29,15409.23,308617.43,3,3,4,2,2003,983890.3999999999,979985.5700000001,3904.8299999998417,2.939223373768245
53,Asian,High,Jade,471737.72,10652.46,2,3087.18,1851796.4,1301697.82,667827.57,306295.16,86545.55,2077692.84,0,4,4,1,2006,2373018.56,3932576.42,-1559557.8599999999,8.336362036090733
25,African,High,Jade,98291.31,1761.3,1,2649.84,128914.72,637259.95,172373.59,227480.91,21819.82,610220.45,0,1,1,2,2014,1060695.57,741785.01,318910.56000000006,7.546801543290043
51,Asian,Low,Silver,76876.5,7009.92,1,221.62,329447.09,521113.4,451631.62,108275.78,22084.16,606561.37,1,1,2,1,2005,1110114.88,936230.0800000001,173884.7999999998,12.178365040031741
62,American,Low,Jade,136945.39,2702.16,2,880.63,288959.82,1278524.3,516489.95,402862.16,13357.88,1250406.93,0,2,4,1,2015,2213936.45,1540247.38,673689.0700000003,11.247164873530973
60,Asian,High,Silver,84410.51,14225.76,1,2768.07,39076.97,496487.76,139637.18,339783.81,21135.11,86754.4,1,1,1,1,2019,1011269.62,128599.44,882670.1799999999,1.5235003318899507
59,European,High,Jade,172838.3,30257.88,1,2214.03,148146.82,78331.55,71578.83,78074.95,8087.8,200516.17,3,2,1,2,2006,266331.01,350877.02,-84546.01000000001,2.030088354259444
54,Asian,Mid,Gold,220066.39,10927.53,1,5578.1,734254.66,194915.48,150296.27,99759.15,3964.8,1280407.15,0,2,1,1,2009,459863.23000000004,2020239.91,-1560376.68,9.180138366426604
21,European,Low,Silver,75290.16,7814.52,3,308.02,490077.18,0.0,0.0,0.0,17807.3,147852.84,3,1,2,2,2010,25621.82,638238.04,-612616.2200000001,8.477044543403812
73,European,High,Jade,73990.2,26321.46,1,2554.67,61514.11,96217.43,98535.92,13215.41,2571.65,100259.73,0,1,2,1,2007,236861.86999999997,164328.51,72533.35999999996,2.2209496663071597
20,African,High,Gold,65249.03,34583.1,2,2461.32,494176.65,1564149.28,346422.32,759609.68,20684.48,784783.69,3,2,3,2,2020,2725448.8600000003,1281421.66,1444027.2000000004,19.63893808076534
55,European,Mid,Silver,242808.69,22946.34,2,11040.56,1462141.88,161117.14,42796.74,43199.53,102445.26,955582.64,1,5,3,2,2018,372505.01,2428765.08,-2056260.07,10.002793063131307
47,European,Mid,Silver,28009.1,3422.79,1,2000.51,305036.67,336806.3,242079.53,100059.54,11972.45,300771.79,0,1,3,2,2003,694340.61,607808.97,86531.64000000001,21.70041058084694
66,Asian,High,Jade,193730.98,19243.32,1,4011.46,71875.73,681503.62,212969.88,142689.82,50113.82,825636.96,2,2,3,1,2021,1106520.4600000002,901524.1499999999,204996.3100000003,4.65348469305219
51,European,High,Silver,31697.22,10588.25,1,4194.2,719621.41,215052.59,112369.82,96018.08,35144.19,439788.62,0,1,3,2,2019,469172.93000000005,1163604.23,-694431.2999999999,36.70997740495854
84,European,High,Jade,168229.69,55000.5,1,5369.33,987210.9,1638584.71,491575.41,730430.64,5526.3,2081371.5,1,3,3,1,2016,2921117.56,3073951.73,-152834.16999999993,18.272349726139304
18,European,Mid,Silver,69206.32,11412.24,1,2836.85,264579.84,687309.24,469661.31,70105.54,596.4,449243.76,2,1,3,2,1995,1239084.73,716660.45,522424.28,10.35541912935119
65,American,Mid,Silver,341626.91,44359.14,1,7977.95,2348592.06,1338614.55,607598.09,225570.79,28764.68,3336500.57,3,5,4,2,2016,2244907.2500000005,5693070.58,-3448163.3299999996,16.66458470733468
65,Asian,Low,Gold,346235.31,26283.46,3,10135.91,2092196.45,482897.73,159899.91,83147.95,89851.22,2314479.35,1,3,4,2,2012,842080.2699999999,4416811.71,-3574731.44,12.756676117175918
36,American,Mid,Jade,87521.39,14406.84,2,1151.95,197807.72,0.0,0.0,0.0,10225.98,281898.17,0,1,1,2,1999,24632.82,480857.83999999997,-456225.01999999996,5.494175081085892
66,Asian,High,Gold,87223.65,28271.26,1,948.36,1280884.95,778015.33,386431.46,87591.13,436.16,874975.19,0,2,2,2,2006,1280745.3399999999,2156808.5,-876063.1600000001,24.727335992015927
20,European,Mid,Silver,20835.63,17758.98,1,3220.07,369469.71,439865.44,142402.48,203635.55,85.94,696209.65,0,1,3,1,2003,803748.3899999999,1068899.4300000002,-265151.04000000027,51.301517160748205
55,American,High,Silver,88044.48,32454.0,1,797.94,1378713.96,1800941.06,914323.92,343841.21,37149.84,1556729.46,2,2,4,2,1996,3128710.03,2936241.36,192468.66999999993,33.34952242321154
54,American,High,Platinum,216752.38,16555.86,1,42.6,48703.85,188233.4,61662.67,83504.23,19594.42,902074.88,3,2,1,2,2009,369550.57999999996,950821.33,-581270.75,4.386670771504331
73,European,High,Gold,85439.62,4171.3,1,232.05,577537.8,289254.18,474376.85,101007.56,12560.8,623384.65,1,2,1,1,2018,881370.6900000002,1201154.5,-319783.8099999998,14.058518752775353
69,European,High,Silver,353717.03,31925.19,1,1137.47,790745.24,408104.61,222914.28,90023.08,59105.19,1978040.82,2,4,2,2,1999,812072.3499999999,2769923.5300000003,-1957851.1800000004,7.830902374137881
40,Asian,Mid,Silver,464731.12,52498.9,3,201.13,2252516.18,3170634.08,1163903.65,497267.8,82766.64,3825961.94,0,5,2,1,1996,4967071.07,6078679.25,-1111608.1799999997,13.079991824089594
32,Asian,Mid,Silver,103645.13,12807.68,3,315.52,75436.92,195183.26,203794.28,99887.9,13910.95,166460.95,0,1,3,1,2020,525584.0700000001,242213.39,283370.68000000005,2.336949068422221
77,Australian,High,Jade,347361.13,40479.12,1,1948.72,118671.54,431263.66,499357.92,177499.04,17560.51,944809.75,0,4,3,1,2005,1166160.25,1065430.01,100730.23999999999,3.067211377392744
51,Asian,Low,Silver,87143.84,19565.65,2,1164.74,399335.51,476989.04,303538.48,149745.65,48907.29,415459.69,3,2,3,2,1995,998746.1100000001,815959.94,182786.17000000016,9.36336911478769
60,American,High,Jade,35192.71,13999.46,3,3474.81,265143.35,862058.45,298404.85,434013.28,22859.4,406651.8,2,1,3,1,2006,1631335.4399999997,675269.96,956065.4799999997,19.187779514564237
